FDOY (MST), Ozone 49C (ppbv), Ozone PA (ppbv), Residual (ppbv), Date Time (local MST or MDT),Temp C
29.1974,5.504,2.925,-8.58451, 2021-1-29 4:44:14,2.777777778
29.2043,5.443,6,-5.4249, 2021-1-29 4:54:14,2.777777778
29.2113,10.99,12,-7.11892, 2021-1-29 5:4:14,2.777777778
29.2182,12.49,11.7,-9.49951, 2021-1-29 5:14:14,2.222222222
29.2252,9.581,7.875,-9.28955, 2021-1-29 5:24:14,2.222222222
29.2321,7.15,4.05,-9.74261, 2021-1-29 5:34:14,2.777777778
29.2391,6.289,4.65,-7.94835, 2021-1-29 5:44:14,2.222222222
29.246,6.547,3.15,-9.80621, 2021-1-29 5:54:14,2.222222222
29.2529,3.247,2.85,-5.52891, 2021-1-29 6:4:14,1.666666667
29.2599,3.695,3.075,-5.92532, 2021-1-29 6:14:14,1.111111111
29.2668,2.719,3,-4.64655, 2021-1-29 6:24:14,1.111111111
29.2738,3.851,3.75,-5.4667, 2021-1-29 6:34:14,1.666666667
29.2807,3.754,3.675,-5.40715, 2021-1-29 6:44:14,2.222222222
29.2877,3.435,2.775,-5.86468, 2021-1-29 6:54:14,1.666666667
29.2946,3.954,2.775,-6.58456, 2021-1-29 7:4:14,1.111111111
29.3016,3.484,2.775,-5.93265, 2021-1-29 7:14:14,1.111111111
29.3085,3.334,2.7,-5.79959, 2021-1-29 7:24:14,1.666666667
29.3154,3.461,2.7,-5.97574, 2021-1-29 7:34:14,1.666666667
29.3224,3.545,2.7,-6.09226, 2021-1-29 7:44:14,1.666666667
29.3293,3.686,2.775,-6.21283, 2021-1-29 7:54:14,1.666666667
29.3363,4.341,2.775,-7.12136, 2021-1-29 8:4:14,2.222222222
29.3432,4.94,2.7,-8.02721, 2021-1-29 8:14:14,3.333333333
29.3502,5.891,3.225,-8.8213, 2021-1-29 8:24:14,5
29.3571,7.461,3.975,-10.249, 2021-1-29 8:34:14,7.222222222
29.3641,8.832,3.825,-12.3006, 2021-1-29 8:44:14,8.888888889
29.371,8.714,4.65,-11.312, 2021-1-29 8:54:14,10
29.3779,10.19,5.025,-12.9843, 2021-1-29 9:4:14,11.11111111
29.3849,10.56,5.475,-13.0475, 2021-1-29 9:14:14,13.33333333
29.3918,10.95,7.875,-11.1884, 2021-1-29 9:24:14,13.33333333
29.3988,13.56,9.375,-13.3087, 2021-1-29 9:34:14,13.88888889
29.4057,12.13,9.675,-11.0252, 2021-1-29 9:44:14,13.88888889
29.4127,13.89,11.7,-11.4414, 2021-1-29 9:54:14,14.44444444
29.4196,13.49,13.275,-9.31157, 2021-1-29 10:4:14,14.44444444
29.4266,15.6,12.15,-13.3633, 2021-1-29 10:14:14,17.22222222
29.4335,15.96,9.3,-16.7126, 2021-1-29 10:24:14,19.44444444
29.4404,15.76,8.025,-17.7102, 2021-1-29 10:34:14,21.11111111
29.4474,15.53,10.275,-15.1412, 2021-1-29 10:44:14,21.66666667
29.4543,20.96,14.475,-18.4729, 2021-1-29 10:54:14,22.77777778
29.4613,27.81,19.275,-23.1743, 2021-1-29 11:4:14,23.88888889
29.4682,28.23,18.975,-24.0568, 2021-1-29 11:14:14,23.88888889
29.4752,26.68,15.525,-25.3569, 2021-1-29 11:24:14,24.44444444
29.4821,18.77,6.825,-23.0852, 2021-1-29 11:34:14,23.33333333
29.4891,18.28,8.85,-20.3806, 2021-1-29 11:44:14,22.22222222
29.496,17.4,11.55,-16.46, 2021-1-29 11:54:14,21.66666667
29.5029,20.45,14.925,-17.3155, 2021-1-29 12:4:14,22.77777778
29.5099,22.83,15.3,-20.2417, 2021-1-29 12:14:14,25
29.5168,23.93,12.975,-24.0925, 2021-1-29 12:24:14,26.66666667
29.5238,24.55,12.3,-25.6274, 2021-1-29 12:34:14,26.66666667
29.5307,24.87,14.175,-24.1963, 2021-1-29 12:44:14,28.33333333
29.5377,26.61,15.075,-25.7098, 2021-1-29 12:54:14,30
29.5446,35.46,19.875,-33.1853, 2021-1-29 13:4:14,31.11111111
29.5516,36.39,20.4,-33.9502, 2021-1-29 13:14:14,31.66666667
29.5585,37.45,29.325,-26.4955, 2021-1-29 13:24:14,28.33333333
29.5654,42,43.425,-18.7066, 2021-1-29 13:34:14,28.88888889
29.5724,42.24,44.625,-17.8395, 2021-1-29 13:44:14,26.66666667
29.5793,42.59,49.725,-13.225, 2021-1-29 13:54:14,23.33333333
29.5863,41.59,53.4,-8.16294, 2021-1-29 14:4:14,22.22222222
29.5932,46.13,56.7,-11.1602, 2021-1-29 14:14:14,18.88888889
29.6002,41.88,53.85,-8.11519, 2021-1-29 14:24:14,18.88888889
29.6071,45.24,60.75,-5.87571, 2021-1-29 14:34:14,16.66666667
29.6141,47.13,64.425,-4.82225, 2021-1-29 14:44:14,16.11111111
29.621,46.51,62.55,-5.83728, 2021-1-29 14:54:14,17.22222222
29.6279,44.91,60.675,-5.49298, 2021-1-29 15:4:14,16.66666667
29.6349,46.7,63.75,-4.90082, 2021-1-29 15:14:14,16.11111111
29.6418,46.21,62.775,-5.19616, 2021-1-29 15:24:14,16.11111111
29.6488,43.67,54.075,-10.373, 2021-1-29 15:34:14,16.11111111
29.6557,46.67,64.8,-3.80921, 2021-1-29 15:44:14,15
29.6627,47.73,61.425,-8.65449, 2021-1-29 15:54:14,15.55555556
29.6696,46.32,61.425,-6.69874, 2021-1-29 16:4:14,16.11111111
29.6766,42.64,55.275,-7.74436, 2021-1-29 16:14:14,15
29.6835,45.71,61.8,-5.47763, 2021-1-29 16:24:14,15
29.6904,44.48,49.05,-16.5215, 2021-1-29 16:34:14,15.55555556
29.6974,43.33,58.35,-5.62643, 2021-1-29 16:44:14,15.55555556
29.7043,43.87,62.325,-2.40044, 2021-1-29 16:54:14,13.88888889
29.7113,46.56,60.375,-8.08163, 2021-1-29 17:4:14,13.88888889
29.7182,44.09,55.8,-9.23059, 2021-1-29 17:14:14,15
29.7252,41.27,53.55,-7.56908, 2021-1-29 17:24:14,14.44444444
29.7321,41.8,48.9,-12.9542, 2021-1-29 17:34:14,14.44444444
29.7391,41.39,49.5,-11.7855, 2021-1-29 17:44:14,15
29.746,44.49,57.45,-8.13542, 2021-1-29 17:54:14,13.88888889
29.7529,38.61,50.7,-6.72951, 2021-1-29 18:4:14,13.88888889
29.7599,42.83,52.725,-10.5579, 2021-1-29 18:14:14,14.44444444
29.7668,41.39,51.225,-10.0605, 2021-1-29 18:24:14,13.88888889
29.7738,42.73,56.4,-6.74419, 2021-1-29 18:34:14,13.88888889
29.7807,42.18,51.3,-11.0813, 2021-1-29 18:44:14,13.88888889
29.7877,40.34,48.75,-11.0791, 2021-1-29 18:54:14,13.88888889
29.7946,40.68,49.95,-10.3507, 2021-1-29 19:4:14,13.88888889
29.8016,41.65,47.325,-14.3212, 2021-1-29 19:14:14,13.88888889
29.8085,40.42,46.65,-13.2901, 2021-1-29 19:24:14,13.88888889
29.8154,37.99,42.6,-13.9695, 2021-1-29 19:34:14,13.33333333
29.8224,35.1,50.25,-2.31093, 2021-1-29 19:44:14,12.77777778
29.8293,43.76,57,-7.57286, 2021-1-29 19:54:14,12.22222222
29.8363,40.45,47.7,-12.2817, 2021-1-29 20:4:14,13.88888889
29.8432,33.59,35.25,-15.2165, 2021-1-29 20:14:14,15
29.8502,36.74,42.75,-12.0857, 2021-1-29 20:24:14,13.33333333
29.8571,42,51.525,-10.6066, 2021-1-29 20:34:14,12.22222222
29.8641,40.06,44.1,-15.3407, 2021-1-29 20:44:14,12.77777778
29.871,39.35,42.3,-16.1559, 2021-1-29 20:54:14,12.22222222
29.8779,38.17,42.825,-13.9942, 2021-1-29 21:4:14,12.77777778
29.8849,34.88,39,-13.2558, 2021-1-29 21:14:14,12.77777778
29.8918,36.75,36.9,-17.9496, 2021-1-29 21:24:14,12.77777778
29.8988,33.32,31.8,-18.292, 2021-1-29 21:34:14,12.77777778
29.9057,31.78,38.025,-9.93089, 2021-1-29 21:44:14,11.11111111
29.9127,38.18,43.35,-13.4831, 2021-1-29 21:54:14,10
29.9196,37.11,42.975,-12.3739, 2021-1-29 22:4:14,9.444444444
29.9266,37.34,44.7,-10.9679, 2021-1-29 22:14:14,8.888888889
29.9335,33.32,41.925,-8.16696, 2021-1-29 22:24:14,8.888888889
29.9404,34.14,42.825,-8.40435, 2021-1-29 22:34:14,8.333333333
29.9474,35.32,43.2,-9.66608, 2021-1-29 22:44:14,8.333333333
29.9543,34.02,45.375,-5.6879, 2021-1-29 22:54:14,8.333333333
29.9613,34.67,45,-6.96449, 2021-1-29 23:4:14,8.333333333
29.9682,36.36,46.5,-7.80862, 2021-1-29 23:14:14,8.333333333
29.9752,36.84,45.75,-9.22441, 2021-1-29 23:24:14,7.777777778
29.9821,37.61,47.775,-8.26745, 2021-1-29 23:34:14,7.222222222
29.9891,38.22,47.325,-9.56355, 2021-1-29 23:44:14,7.222222222
29.996,38.55,47.625,-9.72128, 2021-1-29 23:54:14,7.222222222
30.0029,39.58,42.525,-16.25, 2021-1-30 0:4:14,7.222222222
30.0099,29.36,37.95,-6.6492, 2021-1-30 0:14:14,7.222222222
30.0168,36.8,47.85,-7.06893, 2021-1-30 0:24:14,7.222222222
30.0238,38.26,46.8,-10.144, 2021-1-30 0:34:14,7.222222222
30.0307,36.99,45.3,-9.88247, 2021-1-30 0:44:14,7.222222222
30.0377,35.64,46.8,-6.50994, 2021-1-30 0:54:14,7.222222222
30.0446,35.68,44.85,-8.51542, 2021-1-30 1:4:14,7.222222222
30.0516,35.53,46.05,-7.10736, 2021-1-30 1:14:14,7.222222222
30.0585,36.85,43.35,-11.6383, 2021-1-30 1:24:14,7.222222222
30.0654,32.38,42.3,-6.48812, 2021-1-30 1:34:14,6.666666667
30.0724,33.67,45.45,-5.12743, 2021-1-30 1:44:14,5.555555556
30.0793,32.75,45.075,-4.22634, 2021-1-30 1:54:14,5.555555556
30.0863,34.67,47.7,-4.26449, 2021-1-30 2:4:14,5.555555556
30.0932,38.48,45.75,-11.4992, 2021-1-30 2:14:14,7.222222222
30.1002,37.24,47.25,-8.27923, 2021-1-30 2:24:14,6.666666667
30.1071,39.78,51.375,-7.67737, 2021-1-30 2:34:14,6.111111111
30.1141,42.09,50.4,-11.8565, 2021-1-30 2:44:14,6.666666667
30.121,36.11,44.7,-9.26186, 2021-1-30 2:54:14,6.666666667
30.1279,28.95,39.225,-4.80551, 2021-1-30 3:4:14,6.111111111
30.1349,33.56,40.725,-9.69985, 2021-1-30 3:14:14,5.555555556
30.1418,26.08,37.35,-2.69965, 2021-1-30 3:24:14,5.555555556
30.1488,29.67,39,-6.02919, 2021-1-30 3:34:14,5.555555556
30.1557,28.63,37.35,-6.23665, 2021-1-30 3:44:14,5.555555556
30.1627,28.22,27.9,-15.118, 2021-1-30 3:54:14,5.555555556
30.1696,22.33,21.75,-13.0982, 2021-1-30 4:4:14,5.555555556
30.1766,25.22,34.95,-3.90678, 2021-1-30 4:14:14,5.555555556
30.1835,28.49,38.1,-5.29246, 2021-1-30 4:24:14,5.555555556
30.1904,31.69,40.425,-7.40605, 2021-1-30 4:34:14,5.555555556
30.1974,25.03,33.975,-4.61824, 2021-1-30 4:44:14,5.555555556
30.2043,30.17,35.85,-9.87272, 2021-1-30 4:54:14,5.555555556
30.2113,27.77,37.425,-4.96878, 2021-1-30 5:4:14,5.555555556
30.2182,30.34,37.8,-8.15852, 2021-1-30 5:14:14,5.555555556
30.2252,29.42,33.9,-10.7824, 2021-1-30 5:24:14,5.555555556
30.2321,25.62,28.05,-11.3616, 2021-1-30 5:34:14,5.555555556
30.2391,18.6,21.6,-8.07444, 2021-1-30 5:44:14,5.555555556
30.246,17.52,22.725,-5.45142, 2021-1-30 5:54:14,5
30.2529,13.61,16.35,-6.40301, 2021-1-30 6:4:14,5
30.2599,14.44,20.475,-3.42927, 2021-1-30 6:14:14,5
30.2668,16.16,19.35,-6.94002, 2021-1-30 6:24:14,5
30.2738,18.62,22.5,-7.20218, 2021-1-30 6:34:14,5
30.2807,18.99,23.85,-6.36539, 2021-1-30 6:44:14,5
30.2877,20.45,26.775,-5.4655, 2021-1-30 6:54:14,5.555555556
30.2946,19.13,25.95,-4.45958, 2021-1-30 7:4:14,5.555555556
30.3016,22.14,29.4,-5.18463, 2021-1-30 7:14:14,5
30.3085,23.14,27,-8.97169, 2021-1-30 7:24:14,5.555555556
30.3154,23.44,30.675,-5.71281, 2021-1-30 7:34:14,5.555555556
30.3224,24.88,29.85,-8.53518, 2021-1-30 7:44:14,5
30.3293,22.97,24.975,-10.7609, 2021-1-30 7:54:14,5.555555556
30.3363,18.77,25.125,-4.78524, 2021-1-30 8:4:14,5.555555556
30.3432,24.48,28.95,-8.88035, 2021-1-30 8:14:14,5.555555556
30.3502,21.93,24.45,-9.84335, 2021-1-30 8:24:14,6.111111111
30.3571,16.58,21.15,-5.72258, 2021-1-30 8:34:14,6.111111111
30.3641,17.95,24.375,-4.39785, 2021-1-30 8:44:14,6.111111111
30.371,22.52,27.675,-7.43672, 2021-1-30 8:54:14,6.111111111
30.3779,23.09,30,-5.90234, 2021-1-30 9:4:14,6.111111111
30.3849,24.28,32.55,-5.00294, 2021-1-30 9:14:14,7.777777778
30.3918,26.81,33.825,-7.2372, 2021-1-30 9:24:14,8.888888889
30.3988,26.61,34.35,-6.43479, 2021-1-30 9:34:14,11.66666667
30.4057,28.16,37.2,-5.73473, 2021-1-30 9:44:14,12.77777778
30.4127,28.71,35.85,-7.84761, 2021-1-30 9:54:14,15
30.4196,30.58,36.3,-9.99142, 2021-1-30 10:4:14,16.11111111
30.4266,30.38,36,-10.014, 2021-1-30 10:14:14,16.66666667
30.4335,29.72,34.95,-10.1485, 2021-1-30 10:24:14,17.22222222
30.4404,30.63,36.375,-9.98577, 2021-1-30 10:34:14,16.66666667
30.4474,31.64,37.8,-9.9617, 2021-1-30 10:44:14,17.22222222
30.4543,32.41,38.775,-10.0547, 2021-1-30 10:54:14,17.22222222
30.4613,33.52,38.85,-11.5194, 2021-1-30 11:4:14,17.22222222
30.4682,33.39,37.5,-12.6891, 2021-1-30 11:14:14,16.66666667
30.4752,31.4,38.25,-9.17881, 2021-1-30 11:24:14,16.66666667
30.4821,31.85,32.1,-15.953, 2021-1-30 11:34:14,17.22222222
30.4891,28.85,37.65,-6.2418, 2021-1-30 11:44:14,16.66666667
30.496,33.29,40.575,-9.47535, 2021-1-30 11:54:14,17.22222222
30.5029,34.94,42.525,-9.814, 2021-1-30 12:4:14,17.22222222
30.5099,35.38,41.55,-11.3993, 2021-1-30 12:14:14,19.44444444
30.5168,35.62,40.575,-12.7072, 2021-1-30 12:24:14,19.44444444
30.5238,35.64,40.35,-12.9599, 2021-1-30 12:34:14,20.55555556
30.5307,35.97,42.675,-11.0927, 2021-1-30 12:44:14,20
30.5377,35.98,39.9,-13.8815, 2021-1-30 12:54:14,22.22222222
30.5446,35.09,36.75,-15.7971, 2021-1-30 13:4:14,21.11111111
30.5516,36,41.1,-12.7093, 2021-1-30 13:14:14,19.44444444
30.5585,35.85,41.55,-12.0512, 2021-1-30 13:24:14,21.11111111
30.5654,35.17,42.825,-9.83302, 2021-1-30 13:34:14,20.55555556
30.5724,37.25,41.1,-14.4431, 2021-1-30 13:44:14,18.88888889
30.5793,34.98,42.3,-10.0945, 2021-1-30 13:54:14,18.33333333
30.5863,34.34,45.15,-6.35676, 2021-1-30 14:4:14,16.11111111
30.5932,34.25,44.55,-6.83193, 2021-1-30 14:14:14,16.11111111
30.6002,37.82,47.85,-8.48373, 2021-1-30 14:24:14,15.55555556
30.6071,37.6,47.55,-8.47858, 2021-1-30 14:34:14,15
30.6141,37.57,45.3,-10.687, 2021-1-30 14:44:14,15
30.621,37.49,44.625,-11.251, 2021-1-30 14:54:14,13.88888889
30.6279,36.69,47.175,-7.59135, 2021-1-30 15:4:14,13.88888889
30.6349,36.23,47.85,-6.2783, 2021-1-30 15:14:14,13.88888889
30.6418,35.9,47.7,-5.97057, 2021-1-30 15:24:14,13.88888889
30.6488,35.71,48.825,-4.58203, 2021-1-30 15:34:14,13.33333333
30.6557,36.47,48.3,-6.1612, 2021-1-30 15:44:14,13.33333333
30.6627,37.45,48,-7.82052, 2021-1-30 15:54:14,12.77777778
30.6696,37.52,45.15,-10.7676, 2021-1-30 16:4:14,12.77777778
30.6766,37.92,49.425,-7.04743, 2021-1-30 16:14:14,12.22222222
30.6835,38.09,44.775,-11.9332, 2021-1-30 16:24:14,12.77777778
30.6904,33.12,43.725,-6.08955, 2021-1-30 16:34:14,12.22222222
30.6974,31.69,46.5,-1.33105, 2021-1-30 16:44:14,12.22222222
30.7043,35.04,47.25,-5.2277, 2021-1-30 16:54:14,12.22222222
30.7113,35.88,46.35,-7.29283, 2021-1-30 17:4:14,12.22222222
30.7182,35.09,46.275,-6.27206, 2021-1-30 17:14:14,12.22222222
30.7252,34.14,45.75,-5.47935, 2021-1-30 17:24:14,11.66666667
30.7321,35.42,43.575,-9.42979, 2021-1-30 17:34:14,11.66666667
30.7391,32.51,40.65,-8.31844, 2021-1-30 17:44:14,11.11111111
30.746,31.02,38.25,-8.65172, 2021-1-30 17:54:14,11.11111111
30.7529,30.76,37.575,-8.96609, 2021-1-30 18:4:14,10.55555556
30.7599,29.01,33.975,-10.1387, 2021-1-30 18:14:14,10.55555556
30.7668,27.51,31.35,-10.6831, 2021-1-30 18:24:14,10
30.7738,25.33,34.275,-4.73435, 2021-1-30 18:34:14,9.444444444
30.7807,27.74,24.225,-18.1272, 2021-1-30 18:44:14,9.444444444
30.7877,14.19,12.15,-11.4075, 2021-1-30 18:54:14,8.888888889
30.7946,15.55,14.625,-10.8189, 2021-1-30 19:4:14,9.444444444
30.8016,12.43,13.05,-8.06628, 2021-1-30 19:14:14,8.888888889
30.8085,13.22,15.075,-7.13706, 2021-1-30 19:24:14,8.888888889
30.8154,15.18,12.375,-12.5557, 2021-1-30 19:34:14,8.888888889
30.8224,6.555,5.325,-7.64231, 2021-1-30 19:44:14,8.888888889
30.8293,10.85,8.775,-10.1497, 2021-1-30 19:54:14,8.888888889
30.8363,8.622,7.5,-8.33436, 2021-1-30 20:4:14,8.888888889
30.8432,11.32,11.175,-8.40165, 2021-1-30 20:14:14,8.888888889
30.8502,14.34,15.45,-8.31557, 2021-1-30 20:24:14,8.888888889
30.8571,16.19,13.2,-13.1316, 2021-1-30 20:34:14,8.333333333
30.8641,14.71,9.975,-14.3038, 2021-1-30 20:44:14,8.333333333
30.871,7.687,7.5,-7.03746, 2021-1-30 20:54:14,7.777777778
30.8779,10.02,6.9,-10.8735, 2021-1-30 21:4:14,7.777777778
30.8849,5.071,2.625,-8.28391, 2021-1-30 21:14:14,6.666666667
30.8918,5.639,4.2,-7.49676, 2021-1-30 21:24:14,6.111111111
30.8988,12.17,10.875,-9.88065, 2021-1-30 21:34:14,6.111111111
30.9057,9.715,13.425,-3.92542, 2021-1-30 21:44:14,6.111111111
30.9127,16.2,19.8,-6.5455, 2021-1-30 21:54:14,5.555555556
30.9196,13.14,12,-10.1011, 2021-1-30 22:4:14,5.555555556
30.9266,10.32,9.15,-9.03959, 2021-1-30 22:14:14,5.555555556
30.9335,8.86,10.275,-5.88948, 2021-1-30 22:24:14,5.555555556
30.9404,13.29,10.275,-12.0342, 2021-1-30 22:34:14,5.555555556
30.9474,7.288,4.8,-9.18402, 2021-1-30 22:44:14,5
30.9543,6.616,5.175,-7.87692, 2021-1-30 22:54:14,5.555555556
30.9613,7.675,3.075,-11.4458, 2021-1-30 23:4:14,5
30.9682,5.391,2.7,-8.65277, 2021-1-30 23:14:14,5
30.9752,7.682,6,-8.53052, 2021-1-30 23:24:14,5
30.9821,11.51,6.45,-13.3902, 2021-1-30 23:34:14,4.444444444
30.9891,10.1,4.125,-13.7594, 2021-1-30 23:44:14,4.444444444
30.996,8.432,9.375,-6.19582, 2021-1-30 23:54:14,4.444444444
31.0029,11.5,5.025,-14.8013, 2021-1-31 0:4:14,3.888888889
31.0099,5.69,5.55,-6.2175, 2021-1-31 0:14:14,3.888888889
31.0168,9.289,8.325,-8.43453, 2021-1-31 0:24:14,3.333333333
31.0238,10.01,13.2,-4.5596, 2021-1-31 0:34:14,3.333333333
31.0307,13.35,15.675,-6.71738, 2021-1-31 0:44:14,3.333333333
31.0377,16.15,20.85,-5.42614, 2021-1-31 0:54:14,3.333333333
31.0446,18.15,25.125,-3.92526, 2021-1-31 1:4:14,3.333333333
31.0516,19.72,25.05,-6.17795, 2021-1-31 1:14:14,2.777777778
31.0585,22.4,31.575,-3.37027, 2021-1-31 1:24:14,2.777777778
31.0654,24.6,26.475,-11.5218, 2021-1-31 1:34:14,3.333333333
31.0724,15.36,17.25,-7.93037, 2021-1-31 1:44:14,3.333333333
31.0793,10.04,12.825,-4.97621, 2021-1-31 1:54:14,2.777777778
31.0863,15.44,26.7,1.40867, 2021-1-31 2:4:14,2.777777778
31.0932,22.11,26.925,-7.61802, 2021-1-31 2:14:14,2.777777778
31.1002,13.41,19.8,-2.6756, 2021-1-31 2:24:14,2.777777778
31.1071,22.34,30.975,-3.88704, 2021-1-31 2:34:14,2.222222222
31.1141,23.12,29.625,-6.31895, 2021-1-31 2:44:14,2.222222222
31.121,17.96,20.55,-8.23672, 2021-1-31 2:54:14,2.222222222
31.1279,12.13,20.4,-0.300165, 2021-1-31 3:4:14,2.222222222
31.1349,19.14,24.75,-5.67345, 2021-1-31 3:14:14,1.666666667
31.1418,18.02,24.075,-4.79495, 2021-1-31 3:24:14,1.666666667
31.1488,18.8,22.35,-7.60185, 2021-1-31 3:34:14,1.666666667
31.1557,14.89,21.375,-3.15345, 2021-1-31 3:44:14,1.666666667
31.1627,18.24,27.15,-2.0251, 2021-1-31 3:54:14,1.666666667
31.1696,22.16,24.45,-10.1624, 2021-1-31 4:4:14,1.666666667
31.1766,14.77,24.225,-0.137002, 2021-1-31 4:14:14,1.111111111
31.1835,24.75,33.975,-4.22986, 2021-1-31 4:24:14,1.111111111
31.1904,26.29,31.875,-8.46593, 2021-1-31 4:34:14,1.666666667
31.1974,21.76,32.4,-1.65755, 2021-1-31 4:44:14,1.666666667
31.2043,25.53,34.95,-4.33676, 2021-1-31 4:54:14,1.111111111
31.2113,25.17,32.775,-6.01242, 2021-1-31 5:4:14,1.111111111
31.2182,22.28,29.025,-5.75382, 2021-1-31 5:14:14,1.111111111
31.2252,16.13,28.875,2.6266, 2021-1-31 5:24:14,1.111111111
31.2321,24.93,30.375,-8.07953, 2021-1-31 5:34:14,1.111111111
31.2391,20.57,24.825,-7.58195, 2021-1-31 5:44:14,1.111111111
31.246,21.1,30.075,-3.06709, 2021-1-31 5:54:14,1.111111111
31.2529,20.16,22.275,-9.56325, 2021-1-31 6:4:14,1.111111111
31.2599,14.91,20.55,-4.00619, 2021-1-31 6:14:14,1.111111111
31.2668,17.21,30.75,3.00357, 2021-1-31 6:24:14,1.111111111
31.2738,27.38,36.75,-5.10283, 2021-1-31 6:34:14,0.555555556
31.2807,23.89,28.2,-8.81199, 2021-1-31 6:44:14,0.555555556
31.2877,21.01,29.625,-3.39225, 2021-1-31 6:54:14,0.555555556
31.2946,22.1,32.625,-1.90415, 2021-1-31 7:4:14,0.555555556
31.3016,24.58,33.9,-4.06906, 2021-1-31 7:14:14,0.555555556
31.3085,24.64,35.1,-2.95228, 2021-1-31 7:24:14,0
31.3154,24.72,34.125,-4.03825, 2021-1-31 7:34:14,0.555555556
31.3224,25.19,35.775,-3.04016, 2021-1-31 7:44:14,0.555555556
31.3293,25.17,27.6,-11.1874, 2021-1-31 7:54:14,1.111111111
31.3363,18.86,29.925,-0.110077, 2021-1-31 8:4:14,2.777777778
31.3432,26.83,39.825,-1.26494, 2021-1-31 8:14:14,3.333333333
31.3502,27.2,35.85,-5.75315, 2021-1-31 8:24:14,4.444444444
31.3571,29.08,39.075,-5.13583, 2021-1-31 8:34:14,5
31.3641,30.93,44.25,-2.52689, 2021-1-31 8:44:14,5.555555556
31.371,27.54,38.475,-3.59975, 2021-1-31 8:54:14,6.111111111
31.3779,28.88,40.8,-3.13341, 2021-1-31 9:4:14,6.111111111
31.3849,27.17,39,-2.56154, 2021-1-31 9:14:14,7.222222222
31.3918,29.98,43.8,-1.65918, 2021-1-31 9:24:14,7.222222222
31.3988,30.09,41.7,-3.91176, 2021-1-31 9:34:14,8.333333333
31.4057,29.93,43.575,-1.81483, 2021-1-31 9:44:14,7.777777778
31.4127,31.04,45.225,-1.70446, 2021-1-31 9:54:14,8.888888889
31.4196,31.87,44.625,-3.45572, 2021-1-31 10:4:14,9.444444444
31.4266,29.56,40.65,-4.22662, 2021-1-31 10:14:14,10.55555556
31.4335,31.43,45.075,-2.39542, 2021-1-31 10:24:14,10.55555556
31.4404,34.35,49.425,-2.09563, 2021-1-31 10:34:14,11.11111111
31.4474,35.38,50.55,-2.3993, 2021-1-31 10:44:14,11.11111111
31.4543,34.63,48,-3.90901, 2021-1-31 10:54:14,11.11111111
31.4613,36.29,51.15,-3.06153, 2021-1-31 11:4:14,11.11111111
31.4682,36.94,51.525,-3.58812, 2021-1-31 11:14:14,11.11111111
31.4752,36.93,52.5,-2.59925, 2021-1-31 11:24:14,11.11111111
31.4821,36.65,51.675,-3.03587, 2021-1-31 11:34:14,10.55555556
31.4891,37.05,52.5,-2.76569, 2021-1-31 11:44:14,10.55555556
31.496,36.47,52.125,-2.3362, 2021-1-31 11:54:14,11.66666667
31.5029,37.16,50.775,-4.64327, 2021-1-31 12:4:14,12.77777778
31.5099,36.85,51.375,-3.61328, 2021-1-31 12:14:14,13.33333333
31.5168,37.87,50.475,-5.92808, 2021-1-31 12:24:14,14.44444444
31.5238,37.32,50.7,-4.9402, 2021-1-31 12:34:14,15
31.5307,38.82,50.85,-6.87079, 2021-1-31 12:44:14,15.55555556
31.5377,38.63,51.225,-6.23225, 2021-1-31 12:54:14,16.11111111
31.5446,38.72,50.325,-7.25708, 2021-1-31 13:4:14,16.66666667
31.5516,39.32,49.95,-8.46432, 2021-1-31 13:14:14,16.66666667
31.5585,39.33,51.3,-7.12819, 2021-1-31 13:24:14,16.66666667
31.5654,38.88,51.9,-5.90401, 2021-1-31 13:34:14,16.66666667
31.5724,39.35,53.625,-4.83093, 2021-1-31 13:44:14,16.11111111
31.5793,39.81,53.475,-5.61898, 2021-1-31 13:54:14,16.11111111
31.5863,40.63,53.775,-6.45637, 2021-1-31 14:4:14,16.66666667
31.5932,39.07,50.1,-7.96755, 2021-1-31 14:14:14,15
31.6002,40.33,53.925,-5.89025, 2021-1-31 14:24:14,13.88888889
31.6071,39.64,54.75,-4.10818, 2021-1-31 14:34:14,12.77777778
31.6141,38.93,55.875,-1.99837, 2021-1-31 14:44:14,12.22222222
31.621,39.37,55.95,-2.53367, 2021-1-31 14:54:14,12.77777778
31.6279,41.62,59.325,-2.27956, 2021-1-31 15:4:14,12.22222222
31.6349,42.91,58.95,-4.44386, 2021-1-31 15:14:14,11.66666667
31.6418,43.4,58.5,-5.57352, 2021-1-31 15:24:14,12.22222222
31.6488,43.08,57.225,-6.40466, 2021-1-31 15:34:14,12.22222222
31.6557,37.56,56.55,0.576907, 2021-1-31 15:44:14,12.22222222
31.6627,41.66,57,-4.66004, 2021-1-31 15:54:14,12.22222222
31.6696,40.17,56.55,-3.04332, 2021-1-31 16:4:14,12.22222222
31.6766,42.74,60.525,-2.63306, 2021-1-31 16:14:14,11.66666667
31.6835,43.5,59.325,-4.88723, 2021-1-31 16:24:14,12.22222222
31.6904,42.99,58.65,-4.85483, 2021-1-31 16:34:14,11.66666667
31.6974,41.59,58.575,-2.98794, 2021-1-31 16:44:14,11.66666667
31.7043,42.48,59.1,-3.69743, 2021-1-31 16:54:14,11.66666667
